Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Tract, %",Internet Access Score,"Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Tract, %",Spend Growth Score,"Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Tract, %"
,13121001800,Fulton County,Georgia,2020,47.0,49,45,58.0,52.0,65,37.0,-2.1,67.0,73.2,51,4.3,93.0,84.4,27.0,76.9,90.0,75.0,43.0,38,48.0,45.0,3.0,25.0,,45.0,4.2,3.0,1.0,82.0,88.0,59.0,22.3,40.0,56.0,23.0,78.0,23.2,34.0,,10.0,64.8,9.0,51.2,1.0,0.0,73.0,96.6
,13121001800,Fulton County,Georgia,2021,50.0,55,44,44.0,26.0,62,21.0,-18.9,30.0,8.6,51,4.3,92.0,85.2,15.0,77.3,92.0,77.0,54.0,67,42.0,88.0,83.7,73.0,,39.0,-3.0,13.0,2.1,52.0,61.0,62.0,23.0,50.0,72.0,27.0,80.0,28.1,65.0,,8.0,64.1,25.0,46.1,,,48.0,94.8
,13121001800,Fulton County,Georgia,2022,50.0,56,45,49.0,36.0,62,23.0,-31.9,48.0,40.7,51,4.3,81.0,80.9,21.0,82.7,93.0,78.1,50.0,54,47.0,26.0,-35.1,61.0,,76.0,57.3,27.0,3.2,50.0,60.0,65.0,24.1,52.0,77.0,26.0,85.0,37.2,69.0,,8.0,64.2,6.0,53.5,,,64.0,96.5
,13121001800,Fulton County,Georgia,2023,44.0,48,40,41.0,26.0,56,24.0,-44.8,28.0,26.3,51,4.3,68.0,76.8,18.0,83.4,88.0,74.9,42.0,46,38.0,53.0,26.6,63.0,,23.0,-51.3,1.0,0.6,50.0,60.0,64.0,23.7,48.0,71.0,26.0,79.0,32.4,63.0,,8.0,65.9,7.0,52.9,,,63.0,96.3
,13121001800,Fulton County,Georgia,2024,42.0,48,36,41.0,26.0,56,24.0,-44.8,28.0,26.3,51,4.3,68.0,76.8,18.0,83.4,88.0,74.9,35.0,45,25.0,30.0,-14.6,81.0,,23.0,-51.3,2.0,0.7,50.0,60.0,24.0,0.7,49.0,72.0,26.0,79.0,32.4,65.0,,8.0,65.9,7.0,52.9,,,63.0,96.3
,13089021102,DeKalb County,Georgia,2020,66.0,70,61,74.0,88.0,60,83.0,15.1,92.0,87.4,25,1.7,47.0,72.0,91.0,95.1,79.0,68.3,62.0,46,79.0,54.0,2.5,38.0,,47.0,-4.2,45.0,3.2,97.0,98.0,94.0,34.5,60.0,76.0,43.0,79.0,17.9,72.0,,39.0,83.9,4.0,54.6,44.0,23.2,84.0,97.6
,13089021102,DeKalb County,Georgia,2021,60.0,56,64,54.0,48.0,60,55.0,0.3,40.0,-16.1,25,1.7,61.0,76.0,89.0,96.7,64.0,61.3,72.0,61,83.0,84.0,16.1,32.0,,66.0,7.7,65.0,6.6,91.0,94.0,94.0,34.7,54.0,60.0,49.0,60.0,11.8,60.0,,43.0,86.8,27.0,45.6,,,78.0,97.7
,13089021102,DeKalb County,Georgia,2022,55.0,49,61,47.0,34.0,60,29.0,-17.5,38.0,-21.5,25,1.7,72.0,78.5,82.0,96.1,62.0,61.1,71.0,70,72.0,92.0,27.3,57.0,,62.0,14.3,35.0,3.8,88.0,91.0,94.0,34.7,47.0,44.0,50.0,40.0,1.5,49.0,,49.0,88.5,26.0,45.9,47.0,26.0,77.0,97.7
,13089021102,DeKalb County,Georgia,2023,49.0,38,60,45.0,32.0,58,29.0,-35.8,35.0,-25.9,25,1.7,75.0,78.6,81.0,96.5,52.0,57.3,58.0,41,76.0,37.0,-14.4,50.0,,37.0,-50.1,44.0,3.5,88.0,91.0,95.0,35.3,42.0,40.0,45.0,37.0,-0.6,43.0,,50.0,88.8,9.0,51.7,57.0,31.0,64.0,96.4
,13089021102,DeKalb County,Georgia,2024,50.0,39,60,45.0,32.0,58,29.0,-35.8,35.0,-25.9,25,1.7,75.0,78.6,81.0,96.5,52.0,57.3,62.0,46,77.0,52.0,-9.5,48.0,,37.0,-50.1,53.0,3.9,88.0,91.0,91.0,3.5,42.0,39.0,45.0,37.0,-0.6,41.0,,50.0,88.8,9.0,51.7,57.0,31.0,64.0,96.4
,13121004900,Fulton County,Georgia,2020,54.0,47,61,62.0,49.0,76,17.0,-5.7,81.0,132.3,83,12.8,75.0,78.6,75.0,91.3,71.0,64.6,52.0,39,64.0,20.0,-42.3,28.0,,68.0,18.8,43.0,3.1,94.0,96.0,54.0,21.5,49.0,54.0,44.0,86.0,41.7,22.0,,30.0,79.8,20.0,47.2,96.0,57.9,28.0,91.1
,13121004900,Fulton County,Georgia,2021,54.0,52,55,61.0,54.0,68,40.0,-0.4,69.0,62.1,83,12.8,42.0,71.2,76.0,94.2,70.0,64.1,57.0,51,63.0,84.0,40.2,31.0,,37.0,-6.7,43.0,4.4,99.0,99.0,48.0,20.2,42.0,50.0,34.0,82.0,31.7,17.0,,26.0,79.9,15.0,49.0,55.0,29.7,38.0,93.5
,13121004900,Fulton County,Georgia,2022,57.0,57,57,64.0,62.0,65,60.0,6.9,64.0,56.4,83,12.8,31.0,67.6,77.0,95.2,70.0,64.3,60.0,50,70.0,35.0,-24.3,41.0,,74.0,45.5,57.0,5.8,99.0,99.0,53.0,21.6,48.0,60.0,35.0,68.0,21.6,51.0,,25.0,79.7,10.0,50.8,56.0,30.3,48.0,94.7
,13121004900,Fulton County,Georgia,2023,60.0,61,59,65.0,62.0,68,66.0,11.4,58.0,62.7,83,12.8,47.0,71.5,92.0,98.1,50.0,56.7,69.0,69,69.0,66.0,41.7,77.0,,65.0,0.0,53.0,4.1,99.0,99.0,54.0,21.6,46.0,52.0,39.0,59.0,19.2,45.0,,20.0,76.8,18.0,48.1,60.0,32.4,57.0,95.8
,13121004900,Fulton County,Georgia,2024,62.0,62,61,65.0,62.0,68,66.0,11.4,58.0,62.7,83,12.8,47.0,71.5,92.0,98.1,50.0,56.7,71.0,67,75.0,55.0,-5.5,80.0,,65.0,0.0,38.0,2.9,99.0,99.0,87.0,3.1,48.0,56.0,39.0,59.0,19.2,54.0,,20.0,76.8,18.0,48.1,60.0,32.4,57.0,95.8
,13121009502,Fulton County,Georgia,2020,64.0,69,59,62.0,70.0,54,71.0,15.6,70.0,38.3,23,1.5,74.0,78.4,38.0,81.3,81.0,69.4,69.0,56,82.0,59.0,4.2,50.0,,58.0,2.7,66.0,4.5,86.0,91.0,95.0,35.4,62.0,81.0,42.0,97.0,56.3,65.0,,38.0,83.4,0.0,62.6,79.0,38.6,53.0,94.6
,13121009502,Fulton County,Georgia,2021,58.0,65,50,42.0,30.0,53,28.0,-4.3,33.0,-25.7,23,1.5,56.0,74.7,50.0,89.1,82.0,69.7,78.0,84,73.0,93.0,25.9,87.0,,73.0,12.7,46.0,4.7,77.0,83.0,96.0,35.8,52.0,80.0,24.0,95.0,42.4,64.0,,24.0,78.8,0.0,66.2,,,47.0,94.6
,13121009502,Fulton County,Georgia,2022,52.0,54,49,40.0,24.0,56,17.0,-19.6,30.0,-34.4,23,1.5,53.0,73.7,59.0,92.2,89.0,74.6,64.0,64,64.0,60.0,-17.7,58.0,,74.0,25.4,30.0,3.4,65.0,74.0,96.0,36.4,50.0,74.0,27.0,79.0,21.9,70.0,,30.0,82.0,0.0,63.7,,,50.0,95.0
,13121009502,Fulton County,Georgia,2023,45.0,41,49,40.0,24.0,56,16.0,-35.3,33.0,-9.6,23,1.5,35.0,67.9,93.0,98.4,72.0,65.8,57.0,49,65.0,58.0,21.6,49.0,,39.0,-48.3,36.0,3.0,65.0,74.0,95.0,35.6,38.0,50.0,26.0,49.0,9.3,50.0,,49.0,88.6,2.0,58.8,,,27.0,91.5
,13121009502,Fulton County,Georgia,2024,44.0,40,49,40.0,24.0,56,16.0,-35.3,33.0,-9.6,23,1.5,35.0,67.9,93.0,98.4,72.0,65.8,52.0,41,64.0,44.0,-13.2,41.0,,39.0,-48.3,29.0,2.4,65.0,74.0,99.0,6.8,41.0,56.0,26.0,49.0,9.3,64.0,,49.0,88.6,2.0,58.8,,,27.0,91.5
,13121000200,Fulton County,Georgia,2020,74.0,68,79,79.0,70.0,88,56.0,0.3,83.0,51.7,78,10.2,97.0,86.6,89.0,94.6,87.0,73.0,72.0,57,87.0,58.0,4.3,47.0,,67.0,9.1,73.0,5.1,98.0,99.0,90.0,31.9,68.0,76.0,61.0,93.0,28.3,58.0,,83.0,94.9,14.0,49.1,69.0,33.3,79.0,97.1
,13121000200,Fulton County,Georgia,2021,66.0,58,75,60.0,34.0,87,30.0,-17.7,37.0,-30.0,78,10.2,97.0,88.2,94.0,97.7,78.0,68.0,72.0,62,82.0,50.0,-0.3,51.0,,84.0,24.7,68.0,6.8,91.0,93.0,88.0,30.6,68.0,79.0,57.0,92.0,30.4,66.0,,79.0,94.7,11.0,50.3,74.0,39.6,63.0,96.4
,13121000200,Fulton County,Georgia,2022,64.0,51,77,62.0,34.0,90,30.0,-34.1,37.0,-26.2,78,10.2,97.0,88.1,97.0,99.0,86.0,73.0,68.0,50,85.0,48.0,-22.9,60.0,,42.0,-3.6,71.0,7.6,95.0,97.0,88.0,31.2,62.0,70.0,55.0,90.0,29.2,51.0,,88.0,96.4,13.0,49.8,65.0,34.2,55.0,95.5
,13121000200,Fulton County,Georgia,2023,62.0,47,76,61.0,34.0,88,31.0,-49.2,38.0,-14.2,78,10.2,93.0,85.0,95.0,98.8,88.0,74.7,67.0,49,85.0,53.0,17.8,61.0,,34.0,-59.6,73.0,6.0,95.0,97.0,87.0,30.6,56.0,59.0,54.0,80.0,24.4,38.0,,80.0,94.8,15.0,49.2,60.0,32.4,63.0,96.4
,13121000200,Fulton County,Georgia,2024,61.0,46,76,61.0,34.0,88,31.0,-49.2,38.0,-14.2,78,10.2,93.0,85.0,95.0,98.8,88.0,74.7,68.0,51,86.0,73.0,-3.4,46.0,,34.0,-59.6,71.0,5.5,95.0,97.0,92.0,3.7,54.0,54.0,54.0,80.0,24.4,28.0,,80.0,94.8,15.0,49.2,60.0,32.4,63.0,96.4
,13121008903,Fulton County,Georgia,2020,58.0,61,55,64.0,66.0,63,67.0,21.6,65.0,87.5,48,3.9,77.0,79.2,66.0,88.9,61.0,60.2,64.0,65,63.0,73.0,28.1,57.0,,64.0,25.4,60.0,4.1,97.0,98.0,33.0,17.1,46.0,52.0,40.0,39.0,5.9,66.0,,51.0,87.8,92.0,34.2,9.0,8.0,7.0,84.3
,13121008903,Fulton County,Georgia,2021,56.0,57,55,66.0,68.0,63,68.0,36.2,68.0,134.8,48,3.9,75.0,79.6,65.0,92.2,63.0,60.9,64.0,67,62.0,75.0,27.4,74.0,,53.0,15.2,54.0,5.4,93.0,95.0,40.0,18.7,38.0,35.0,40.0,35.0,5.5,35.0,,53.0,89.5,83.0,35.7,15.0,13.1,11.0,87.0
,13121008903,Fulton County,Georgia,2022,56.0,60,53,60.0,67.0,54,67.0,29.1,67.0,131.5,48,3.9,58.0,75.0,51.0,90.7,57.0,58.9,62.0,52,73.0,28.0,-24.7,55.0,,72.0,73.6,82.0,10.0,96.0,97.0,41.0,19.2,46.0,60.0,32.0,53.0,13.8,66.0,,39.0,85.6,65.0,39.0,9.0,9.9,14.0,87.9
,13121008903,Fulton County,Georgia,2023,60.0,65,54,62.0,68.0,57,67.0,27.2,70.0,247.1,48,3.9,40.0,69.6,78.0,96.1,63.0,61.9,69.0,67,71.0,75.0,75.7,63.0,,62.0,7.6,76.0,6.5,96.0,97.0,40.0,18.8,46.0,60.0,33.0,70.0,25.4,51.0,,37.0,84.8,70.0,38.3,3.0,6.3,21.0,90.1
,13121008903,Fulton County,Georgia,2024,58.0,56,59,62.0,68.0,57,67.0,27.2,70.0,247.1,48,3.9,40.0,69.6,78.0,96.1,63.0,61.9,66.0,45,88.0,26.0,-13.0,48.0,,62.0,7.6,83.0,7.5,96.0,97.0,85.0,2.9,44.0,55.0,33.0,70.0,25.4,40.0,,37.0,84.8,70.0,38.3,3.0,6.3,21.0,90.1
,13121003700,Fulton County,Georgia,2020,44.0,55,34,60.0,67.0,54,67.0,58.7,,,10,0.6,100.0,100.0,6.0,59.4,100.0,100.0,36.0,64,7.0,65.0,66.7,62.0,,,,,,12.0,16.0,2.0,2.8,38.0,35.0,41.0,69.0,57.2,1.0,,1.0,33.9,99.0,30.2,,,24.0,90.2
,13121003700,Fulton County,Georgia,2021,45.0,55,35,54.0,67.0,41,67.0,73.1,,,10,0.6,100.0,100.0,13.0,76.0,,,25.0,44,6.0,20.0,0.0,67.0,,,0.0,,,9.0,12.0,2.0,3.0,56.0,53.0,58.0,39.0,15.3,67.0,,,,100.0,27.3,,,17.0,89.2
,13121003700,Fulton County,Georgia,2022,36.0,43,29,54.0,66.0,41,66.0,40.1,,,10,0.6,100.0,100.0,12.0,77.4,,,8.0,12,3.0,22.0,-20.0,1.0,,,100.0,,,5.0,6.0,1.0,2.8,46.0,50.0,42.0,35.0,14.1,64.0,,,,80.0,36.3,,,4.0,81.1
,13121003700,Fulton County,Georgia,2023,41.0,38,44,47.0,56.0,38,56.0,9.6,,,10,0.6,100.0,100.0,3.0,68.9,,,16.0,29,3.0,1.0,-50.0,57.0,,,50.0,,,5.0,6.0,1.0,2.2,60.0,30.0,90.0,57.0,30.4,4.0,,,,80.0,36.6,,,99.0,100.0
,13121003700,Fulton County,Georgia,2024,50.0,57,44,47.0,56.0,38,56.0,9.6,,,10,0.6,100.0,100.0,3.0,68.9,,,34.0,64,5.0,65.0,50.0,64.0,,,50.0,,,5.0,6.0,,,71.0,52.0,90.0,57.0,30.4,48.0,,,,80.0,36.6,,,99.0,100.0
,13121007300,Fulton County,Georgia,2020,36.0,40,32,36.0,22.0,49,38.0,-7.0,6.0,-34.5,73,8.5,59.0,75.0,6.0,59.9,57.0,58.7,40.0,53,28.0,79.0,51.7,33.0,,48.0,14.3,5.0,1.1,11.0,14.0,69.0,24.7,32.0,45.0,18.0,63.0,27.7,27.0,,6.0,58.3,25.0,46.2,41.0,22.2,1.0,76.3
,13121007300,Fulton County,Georgia,2021,40.0,43,36,34.0,20.0,48,32.0,-24.0,9.0,-29.5,73,8.5,77.0,80.0,9.0,72.2,32.0,48.2,51.0,62,40.0,70.0,17.0,50.0,,66.0,45.8,11.0,1.9,27.0,35.0,81.0,28.0,34.0,48.0,20.0,56.0,24.0,41.0,,13.0,70.6,45.0,42.1,,,2.0,78.8
,13121007300,Fulton County,Georgia,2022,42.0,45,39,41.0,26.0,56,33.0,-40.5,20.0,5.0,73,8.5,87.0,83.0,5.0,69.3,59.0,60.0,45.0,46,44.0,28.0,-25.2,38.0,,71.0,122.9,19.0,2.6,27.0,35.0,87.0,30.8,39.0,62.0,16.0,57.0,25.8,67.0,,11.0,68.5,36.0,43.7,,,2.0,76.8
,13121007300,Fulton County,Georgia,2023,34.0,30,37,35.0,22.0,48,33.0,-54.2,12.0,-4.1,73,8.5,75.0,78.7,2.0,64.4,40.0,52.7,42.0,31,52.0,53.0,32.5,32.0,,9.0,-54.5,50.0,3.9,27.0,35.0,78.0,27.2,23.0,36.0,10.0,50.0,24.1,22.0,,17.0,75.1,9.0,51.5,,,5.0,81.8
,13121007300,Fulton County,Georgia,2024,34.0,32,35,35.0,22.0,48,33.0,-54.2,12.0,-4.1,73,8.5,75.0,78.7,2.0,64.4,40.0,52.7,42.0,35,48.0,30.0,-11.8,67.0,,9.0,-54.5,45.0,3.3,27.0,35.0,71.0,2.0,24.0,38.0,10.0,50.0,24.1,27.0,,17.0,75.1,9.0,51.5,,,5.0,81.8
,13121009700,Fulton County,Georgia,2020,60.0,48,71,56.0,43.0,70,34.0,-2.0,52.0,9.8,36,2.6,64.0,75.9,93.0,95.7,89.0,74.1,62.0,43,80.0,59.0,14.1,22.0,,49.0,-0.5,,,89.0,93.0,72.0,25.4,60.0,58.0,62.0,76.0,16.1,39.0,,96.0,97.6,8.0,52.1,58.0,28.6,87.0,98.0
,13121009700,Fulton County,Georgia,2021,66.0,64,67,63.0,65.0,61,51.0,0.6,79.0,46.2,36,2.6,84.0,82.2,54.0,89.9,71.0,64.2,62.0,41,82.0,19.0,-10.1,47.0,,56.0,2.1,,,90.0,93.0,73.0,25.6,72.0,86.0,59.0,95.0,33.0,78.0,,94.0,97.7,7.0,52.8,62.0,33.1,73.0,97.2
,13121009700,Fulton County,Georgia,2022,62.0,57,67,60.0,58.0,61,48.0,-0.5,69.0,36.8,36,2.6,82.0,81.3,49.0,90.4,76.0,67.3,62.0,40,83.0,16.0,-41.2,39.0,,64.0,19.6,,,93.0,95.0,73.0,26.3,65.0,72.0,58.0,98.0,48.2,45.0,,92.0,97.2,12.0,50.1,35.0,21.4,92.0,99.0
,13121009700,Fulton County,Georgia,2023,58.0,56,59,58.0,56.0,59,48.0,-0.6,63.0,44.5,36,2.6,74.0,78.4,46.0,90.9,81.0,70.4,54.0,51,56.0,74.0,72.3,26.0,,52.0,-16.8,7.0,1.2,93.0,95.0,69.0,24.8,62.0,62.0,63.0,98.0,55.9,25.0,,89.0,96.5,7.0,53.0,70.0,37.6,86.0,98.5
,13121009700,Fulton County,Georgia,2024,59.0,61,57,58.0,56.0,59,48.0,-0.6,63.0,44.5,36,2.6,74.0,78.4,46.0,90.9,81.0,70.4,48.0,47,50.0,20.0,-16.0,69.0,,52.0,-16.8,12.0,1.5,93.0,95.0,44.0,1.1,71.0,79.0,63.0,98.0,55.9,60.0,,89.0,96.5,7.0,53.0,70.0,37.6,86.0,98.5
,13089022500,DeKalb County,Georgia,2020,62.0,71,54,78.0,90.0,66,89.0,15.1,92.0,126.8,74,9.0,72.0,78.0,41.0,82.2,78.0,67.7,56.0,57,56.0,74.0,12.4,35.0,,63.0,7.6,6.0,1.2,73.0,81.0,88.0,30.8,53.0,66.0,40.0,72.0,17.5,61.0,,20.0,73.8,3.0,55.8,83.0,41.3,56.0,94.9
,13089022500,DeKalb County,Georgia,2021,58.0,59,58,56.0,42.0,69,45.0,-5.1,38.0,-13.2,74,9.0,81.0,81.3,49.0,89.0,72.0,64.7,65.0,77,53.0,58.0,2.6,81.0,,93.0,57.7,11.0,2.0,56.0,66.0,93.0,33.4,54.0,58.0,51.0,71.0,18.4,45.0,,36.0,84.4,13.0,49.5,92.0,58.4,63.0,96.4
,13089022500,DeKalb County,Georgia,2022,56.0,53,60,53.0,36.0,70,34.0,-25.8,39.0,-5.2,74,9.0,80.0,80.8,53.0,91.3,75.0,66.9,58.0,53,63.0,47.0,-23.8,64.0,,48.0,3.6,24.0,3.0,71.0,78.0,93.0,34.5,58.0,71.0,46.0,86.0,32.0,56.0,,42.0,86.8,12.0,50.0,68.0,35.9,62.0,96.2
,13089022500,DeKalb County,Georgia,2023,54.0,52,57,52.0,34.0,71,32.0,-47.6,35.0,-7.5,74,9.0,77.0,79.2,54.0,92.4,79.0,69.2,53.0,48,58.0,56.0,21.2,53.0,,34.0,-54.3,11.0,1.5,71.0,78.0,93.0,33.8,58.0,74.0,42.0,87.0,37.8,61.0,,50.0,88.7,13.0,49.6,52.0,28.7,52.0,95.3
,13089022500,DeKalb County,Georgia,2024,56.0,54,57,52.0,34.0,71,32.0,-47.6,35.0,-7.5,74,9.0,77.0,79.2,54.0,92.4,79.0,69.2,54.0,52,57.0,60.0,-7.1,61.0,,34.0,-54.3,4.0,1.0,71.0,78.0,96.0,5.1,59.0,76.0,42.0,87.0,37.8,64.0,,50.0,88.7,13.0,49.6,52.0,28.7,52.0,95.3
,13121003600,Fulton County,Georgia,2020,36.0,36,35,38.0,28.0,48,53.0,7.3,3.0,-100.0,24,1.6,90.0,82.9,20.0,73.1,60.0,59.9,40.0,41,40.0,72.0,35.4,13.0,,37.0,8.0,43.0,3.1,59.0,69.0,18.0,13.4,28.0,39.0,16.0,54.0,13.1,24.0,,18.0,72.4,32.0,44.7,8.0,7.5,4.0,81.7
,13121003600,Fulton County,Georgia,2021,48.0,59,38,38.0,31.0,46,31.0,-0.9,,,24,1.6,88.0,83.4,31.0,84.1,41.0,51.8,56.0,68,44.0,69.0,21.5,71.0,,64.0,44.4,18.0,2.5,93.0,95.0,20.0,14.1,52.0,78.0,25.0,82.0,38.2,73.0,,13.0,70.3,50.0,41.3,,,12.0,87.4
,13121003600,Fulton County,Georgia,2022,51.0,59,43,45.0,42.0,48,14.0,-9.2,69.0,252.1,24,1.6,89.0,83.8,45.0,89.5,32.0,49.0,56.0,70,41.0,76.0,98.7,72.0,,62.0,56.4,10.0,1.9,89.0,92.0,24.0,15.7,53.0,65.0,41.0,84.0,65.3,46.0,,23.0,78.7,78.0,36.8,,,21.0,90.0
,13121003600,Fulton County,Georgia,2023,40.0,44,35,40.0,39.0,41,14.0,-11.1,64.0,131.8,24,1.6,88.0,83.0,34.0,88.3,18.0,42.6,34.0,26,41.0,12.0,-58.6,28.0,,38.0,-8.2,11.0,1.5,89.0,92.0,24.0,15.3,45.0,66.0,24.0,84.0,70.9,49.0,,17.0,74.7,40.0,43.2,,,15.0,88.2
,13121003600,Fulton County,Georgia,2024,43.0,42,44,40.0,39.0,41,14.0,-11.1,64.0,131.8,24,1.6,88.0,83.0,34.0,88.3,18.0,42.6,51.0,36,66.0,24.0,-12.3,45.0,,38.0,-8.2,,,89.0,92.0,44.0,1.1,38.0,52.0,24.0,84.0,70.9,19.0,,17.0,74.7,40.0,43.2,,,15.0,88.2
,13121003100,Fulton County,Georgia,2020,50.0,63,37,52.0,58.0,47,45.0,3.7,70.0,122.1,58,5.3,38.0,69.9,27.0,76.7,64.0,61.5,51.0,59,43.0,67.0,21.6,72.0,,39.0,7.1,13.0,1.6,92.0,95.0,25.0,15.4,46.0,71.0,20.0,81.0,30.4,61.0,,46.0,86.5,18.0,48.0,4.0,3.4,11.0,86.2
,13121003100,Fulton County,Georgia,2021,57.0,67,47,63.0,66.0,60,60.0,9.1,72.0,200.0,58,5.3,85.0,82.5,40.0,86.9,57.0,58.4,57.0,66,48.0,62.0,12.9,80.0,,56.0,21.7,23.0,2.9,95.0,96.0,26.0,15.6,52.0,70.0,33.0,85.0,49.4,56.0,,64.0,92.0,23.0,46.5,,,12.0,87.4
,13121003100,Fulton County,Georgia,2022,54.0,60,48,64.0,68.0,59,65.0,14.3,72.0,219.2,58,5.3,81.0,81.1,47.0,89.9,50.0,56.3,44.0,38,51.0,32.0,-21.4,16.0,,65.0,54.8,33.0,3.6,90.0,93.0,29.0,16.8,54.0,74.0,35.0,86.0,72.8,63.0,,54.0,89.9,29.0,45.2,,,23.0,90.6
,13121003100,Fulton County,Georgia,2023,60.0,66,53,71.0,70.0,72,67.0,25.1,72.0,356.6,58,5.3,96.0,86.7,88.0,97.4,46.0,55.1,57.0,56,58.0,65.0,50.9,57.0,,47.0,-4.0,,,90.0,93.0,25.0,15.7,51.0,72.0,30.0,86.0,89.5,59.0,,20.0,77.2,25.0,46.3,,,46.0,94.6
,13121003100,Fulton County,Georgia,2024,58.0,55,61,71.0,70.0,72,67.0,25.1,72.0,356.6,58,5.3,96.0,86.7,88.0,97.4,46.0,55.1,58.0,36,80.0,37.0,-8.4,24.0,,47.0,-4.0,,,90.0,93.0,71.0,2.0,44.0,58.0,30.0,86.0,89.5,29.0,,20.0,77.2,25.0,46.3,,,46.0,94.6
,13121008602,Fulton County,Georgia,2020,44.0,43,45,46.0,53.0,40,67.0,29.9,39.0,29.8,29,2.0,1.0,48.0,38.0,81.1,90.0,75.1,58.0,58,58.0,63.0,11.7,57.0,,54.0,15.6,68.0,4.7,36.0,46.0,71.0,25.2,27.0,18.0,36.0,11.0,-7.4,24.0,,26.0,77.8,92.0,34.3,6.0,5.6,22.0,89.8
,13121008602,Fulton County,Georgia,2021,42.0,44,40,42.0,54.0,30,66.0,31.9,42.0,35.9,29,2.0,1.0,47.1,18.0,78.6,70.0,64.0,56.0,59,54.0,41.0,0.0,67.0,,68.0,38.5,69.0,7.0,21.0,27.0,72.0,25.4,26.0,18.0,35.0,10.0,-16.7,27.0,,19.0,75.5,72.0,37.8,,,13.0,87.7
,13121008602,Fulton County,Georgia,2022,46.0,51,41,46.0,64.0,28,66.0,27.3,63.0,104.9,29,2.0,4.0,52.7,18.0,81.1,61.0,60.6,53.0,45,61.0,49.0,-17.4,57.0,,28.0,4.2,82.0,9.9,33.0,42.0,67.0,24.6,38.0,44.0,33.0,10.0,-14.0,78.0,,11.0,68.3,43.0,42.4,63.0,33.4,15.0,88.2
,13121008602,Fulton County,Georgia,2023,35.0,36,34,33.0,44.0,22,55.0,8.4,32.0,43.7,29,2.0,6.0,54.7,9.0,77.1,42.0,53.5,50.0,39,60.0,52.0,26.8,32.0,,33.0,-16.6,83.0,7.8,33.0,42.0,64.0,23.7,22.0,24.0,19.0,16.0,0.9,31.0,,12.0,70.0,37.0,43.6,,,8.0,84.8
,13121008602,Fulton County,Georgia,2024,33.0,35,31,33.0,44.0,22,55.0,8.4,32.0,43.7,29,2.0,6.0,54.7,9.0,77.1,42.0,53.5,45.0,39,51.0,59.0,-4.4,24.0,,33.0,-16.6,48.0,3.5,33.0,42.0,71.0,2.0,20.0,21.0,19.0,16.0,0.9,26.0,,12.0,70.0,37.0,43.6,,,8.0,84.8
,13121008800,Fulton County,Georgia,2020,58.0,53,63,63.0,62.0,64,64.0,3.8,59.0,31.1,43,3.3,61.0,75.2,81.0,92.7,72.0,65.0,66.0,61,70.0,84.0,23.9,30.0,,68.0,10.6,25.0,2.2,95.0,97.0,91.0,32.3,46.0,36.0,56.0,36.0,0.4,37.0,,71.0,92.5,47.0,42.1,74.0,35.6,34.0,92.0
,13121008800,Fulton County,Georgia,2021,62.0,62,61,52.0,40.0,64,43.0,-3.8,38.0,1.0,43,3.3,92.0,85.3,74.0,93.9,46.0,54.1,78.0,86,70.0,95.0,71.1,81.0,,83.0,27.0,32.0,3.6,90.0,93.0,89.0,31.2,54.0,60.0,48.0,55.0,10.8,66.0,,61.0,91.2,66.0,38.7,,,18.0,89.5
,13121008800,Fulton County,Georgia,2022,56.0,49,64,44.0,30.0,59,28.0,-25.2,32.0,-7.5,43,3.3,99.0,92.4,44.0,89.3,51.0,56.8,65.0,52,78.0,40.0,-26.4,60.0,,57.0,11.6,48.0,4.9,98.0,98.0,89.0,31.9,60.0,65.0,56.0,80.0,23.9,50.0,,72.0,93.6,71.0,38.0,,,25.0,91.1
,13121008800,Fulton County,Georgia,2023,61.0,59,63,50.0,34.0,65,26.0,-47.5,41.0,26.2,43,3.3,95.0,85.9,68.0,94.6,55.0,58.7,68.0,63,72.0,84.0,56.8,66.0,,39.0,-41.3,27.0,2.4,98.0,98.0,91.0,32.8,66.0,80.0,53.0,93.0,46.8,68.0,,80.0,94.8,44.0,42.4,,,36.0,93.2
