Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Tract, %",Internet Access Score,"Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Tract, %",Spend Growth Score,"Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Tract, %"
,13121009900,Fulton County,Georgia,2020,66.0,59,74,72.0,66.0,77,80.0,11.7,51.0,8.0,58,5.2,74.0,78.2,86.0,93.9,90.0,74.8,70.0,64,77.0,79.0,18.1,43.0,,69.0,11.1,45.0,3.2,98.0,99.0,89.0,31.0,58.0,48.0,68.0,43.0,1.8,53.0,,94.0,97.1,2.0,58.2,89.0,46.9,89.0,98.2
,13121009900,Fulton County,Georgia,2021,69.0,63,75,74.0,68.0,81,73.0,6.6,62.0,19.9,58,5.2,83.0,82.0,90.0,96.9,94.0,79.4,72.0,64,79.0,51.0,1.1,61.0,,79.0,20.4,52.0,5.2,97.0,98.0,88.0,30.6,62.0,57.0,66.0,53.0,8.3,61.0,,91.0,97.1,7.0,53.1,95.0,66.0,70.0,97.0
,13121009900,Fulton County,Georgia,2022,65.0,56,74,72.0,62.0,82,56.0,0.4,69.0,35.2,58,5.2,89.0,83.8,87.0,96.9,93.0,78.0,60.0,43,76.0,38.0,-28.3,41.0,,51.0,5.9,50.0,5.1,95.0,96.0,84.0,29.7,64.0,64.0,63.0,63.0,13.2,65.0,,87.0,96.2,4.0,55.5,92.0,58.6,68.0,96.9
,13121009900,Fulton County,Georgia,2023,66.0,59,72,68.0,58.0,78,43.0,-4.3,74.0,62.5,58,5.2,73.0,78.2,83.0,96.7,96.0,82.3,64.0,52,75.0,56.0,23.4,36.0,,64.0,-9.2,45.0,3.6,95.0,96.0,86.0,30.0,66.0,68.0,64.0,72.0,19.3,65.0,,84.0,95.6,4.0,55.7,96.0,70.5,74.0,97.4
,13121009900,Fulton County,Georgia,2024,64.0,59,70,68.0,58.0,78,43.0,-4.3,74.0,62.5,58,5.2,73.0,78.2,83.0,96.7,96.0,82.3,60.0,52,68.0,42.0,-11.8,49.0,,64.0,-9.2,56.0,4.0,95.0,96.0,52.0,1.3,65.0,66.0,64.0,72.0,19.3,59.0,,84.0,95.6,4.0,55.7,96.0,70.5,74.0,97.4
,13121007802,Fulton County,Georgia,2020,41.0,54,28,49.0,70.0,28,87.0,8.2,54.0,23.0,28,1.9,26.0,66.5,34.0,79.9,26.0,46.0,54.0,69,38.0,81.0,33.6,57.0,,69.0,17.8,1.0,0.6,34.0,43.0,79.0,27.3,21.0,24.0,18.0,30.0,5.4,18.0,,21.0,74.7,11.0,50.5,32.0,19.0,7.0,84.0
,13121007802,Fulton County,Georgia,2021,38.0,43,32,36.0,32.0,40,39.0,-13.8,26.0,-37.0,28,1.9,37.0,69.9,57.0,90.6,37.0,50.4,54.0,68,39.0,61.0,8.2,59.0,,83.0,45.4,8.0,1.7,31.0,39.0,78.0,27.1,24.0,29.0,18.0,27.0,5.0,31.0,,21.0,76.9,16.0,48.6,,,18.0,89.6
,13121007802,Fulton County,Georgia,2022,39.0,42,36,36.0,31.0,40,37.0,-32.4,25.0,-36.3,28,1.9,28.0,66.6,76.0,95.1,27.0,46.5,46.0,47,44.0,36.0,-23.8,24.0,,80.0,53.8,15.0,2.3,41.0,51.0,77.0,27.4,36.0,48.0,24.0,25.0,3.7,71.0,,25.0,80.0,32.0,44.5,,,16.0,88.8
,13121007802,Fulton County,Georgia,2023,39.0,38,40,34.0,30.0,37,34.0,-54.6,25.0,-31.5,28,1.9,36.0,68.2,59.0,93.2,26.0,46.7,42.0,40,44.0,66.0,41.2,30.0,,25.0,-57.1,13.0,1.6,41.0,51.0,77.0,26.9,42.0,44.0,40.0,30.0,7.9,57.0,,35.0,84.1,68.0,38.7,,,18.0,89.4
,13121007802,Fulton County,Georgia,2024,34.0,27,41,34.0,30.0,37,34.0,-54.6,25.0,-31.5,28,1.9,36.0,68.2,59.0,93.2,26.0,46.7,34.0,24,45.0,28.0,-15.1,19.0,,25.0,-57.1,8.0,1.3,41.0,51.0,87.0,3.1,34.0,28.0,40.0,30.0,7.9,25.0,,35.0,84.1,68.0,38.7,,,18.0,89.4
,13067031312,Cobb County,Georgia,2020,65.0,72,58,60.0,76.0,44,87.0,8.2,65.0,32.8,38,2.9,71.0,77.5,44.0,83.1,24.0,44.9,78.0,82,74.0,92.0,46.0,75.0,,78.0,18.9,49.0,3.4,82.0,88.0,92.0,33.2,57.0,57.0,57.0,56.0,13.8,58.0,,69.0,92.1,56.0,40.8,71.0,34.0,31.0,91.5
,13067031312,Cobb County,Georgia,2021,54.0,51,57,44.0,38.0,50,44.0,-8.3,32.0,-28.0,38,2.9,61.0,75.9,64.0,92.0,36.0,50.1,61.0,60,62.0,36.0,-8.9,66.0,,78.0,20.3,53.0,5.3,43.0,52.0,90.0,31.9,57.0,54.0,60.0,53.0,14.1,55.0,,56.0,90.3,75.0,37.2,87.0,50.2,23.0,90.9
,13067031312,Cobb County,Georgia,2022,52.0,55,50,40.0,36.0,43,39.0,-27.9,34.0,-17.4,38,2.9,46.0,71.9,63.0,92.9,24.0,44.9,66.0,78,55.0,91.0,37.6,52.0,,91.0,68.2,28.0,3.3,43.0,52.0,93.0,34.1,52.0,52.0,51.0,53.0,15.0,51.0,,44.0,87.1,66.0,38.7,73.0,38.8,20.0,89.8
,13067031312,Cobb County,Georgia,2023,45.0,41,49,42.0,36.0,47,39.0,-44.9,34.0,-6.0,38,2.9,63.0,75.6,65.0,94.1,22.0,44.8,51.0,45,57.0,34.0,-18.6,64.0,,37.0,-48.0,36.0,3.0,43.0,52.0,91.0,32.8,42.0,42.0,43.0,42.0,11.7,43.0,,48.0,88.2,66.0,38.9,49.0,27.3,10.0,86.2
,13067031312,Cobb County,Georgia,2024,48.0,47,50,42.0,36.0,47,39.0,-44.9,34.0,-6.0,38,2.9,63.0,75.6,65.0,94.1,22.0,44.8,62.0,63,60.0,87.0,8.4,64.0,,37.0,-48.0,42.0,3.1,43.0,52.0,94.0,4.2,42.0,42.0,43.0,42.0,11.7,41.0,,48.0,88.2,66.0,38.9,49.0,27.3,10.0,86.2
,13121002900,Fulton County,Georgia,2020,54.0,50,57,59.0,46.0,72,29.0,-0.6,62.0,57.8,81,11.4,36.0,69.3,84.0,93.2,89.0,74.1,53.0,45,61.0,71.0,13.2,24.0,,39.0,-5.6,16.0,1.8,95.0,97.0,73.0,25.6,48.0,59.0,38.0,65.0,13.8,53.0,,28.0,78.9,35.0,44.1,54.0,26.8,36.0,92.4
,13121002900,Fulton County,Georgia,2021,66.0,67,64,62.0,50.0,75,31.0,-1.9,69.0,91.9,81,11.4,40.0,70.7,92.0,97.3,88.0,73.8,75.0,80,70.0,77.0,14.0,80.0,,83.0,35.3,39.0,4.1,97.0,98.0,74.0,26.0,59.0,70.0,48.0,75.0,19.8,66.0,,27.0,80.6,27.0,45.5,72.0,38.5,64.0,96.5
,13121002900,Fulton County,Georgia,2022,59.0,50,68,52.0,30.0,74,30.0,-2.8,,,81,11.4,40.0,70.3,85.0,96.5,90.0,75.9,57.0,42,72.0,40.0,-25.1,49.0,,38.0,-0.5,47.0,4.8,99.0,99.0,71.0,25.6,68.0,78.0,58.0,83.0,27.4,74.0,,21.0,77.5,41.0,42.8,82.0,46.3,87.0,98.5
,13121002900,Fulton County,Georgia,2023,56.0,48,65,48.0,28.0,68,28.0,-4.1,,,81,11.4,27.0,65.5,87.0,97.4,78.0,68.8,70.0,66,73.0,64.0,32.2,67.0,,67.0,-2.2,46.0,3.6,99.0,99.0,73.0,25.6,52.0,50.0,54.0,83.0,31.1,18.0,,18.0,75.4,46.0,42.1,73.0,39.8,77.0,97.7
,13121002900,Fulton County,Georgia,2024,58.0,47,69,48.0,28.0,68,28.0,-4.1,,,81,11.4,27.0,65.5,87.0,97.4,78.0,68.8,72.0,60,84.0,55.0,-7.3,58.0,,67.0,-2.2,67.0,5.0,99.0,99.0,85.0,2.9,54.0,54.0,54.0,83.0,31.1,25.0,,18.0,75.4,46.0,42.1,73.0,39.8,77.0,97.7
,13089023423,DeKalb County,Georgia,2020,63.0,59,67,56.0,57.0,54,56.0,-0.5,58.0,32.3,74,8.9,56.0,74.1,69.0,89.8,16.0,40.7,66.0,68,64.0,77.0,17.8,55.0,,73.0,17.5,50.0,3.5,49.0,60.0,94.0,34.1,68.0,53.0,82.0,45.0,11.0,61.0,,97.0,97.8,98.0,31.2,97.0,62.6,36.0,92.3
,13089023423,DeKalb County,Georgia,2021,61.0,57,65,48.0,33.0,62,33.0,-19.7,,,74,8.9,61.0,76.0,50.0,89.1,,,70.0,69,70.0,63.0,6.4,65.0,,79.0,26.1,55.0,5.5,61.0,69.0,94.0,34.5,66.0,68.0,64.0,44.0,12.3,93.0,,88.0,96.4,41.0,42.8,99.0,95.2,27.0,91.7
,13089023423,DeKalb County,Georgia,2022,56.0,56,56,44.0,34.0,54,33.0,-36.2,35.0,7.2,74,8.9,84.0,81.8,40.0,88.5,17.0,41.1,72.0,73,70.0,81.0,2.2,56.0,,82.0,49.3,58.0,5.9,55.0,65.0,96.0,36.9,52.0,60.0,44.0,37.0,9.6,83.0,,17.0,74.1,25.0,45.9,99.0,93.9,35.0,93.0
,13089023423,DeKalb County,Georgia,2023,46.0,42,50,44.0,33.0,54,33.0,-53.2,,,74,8.9,84.0,81.6,33.0,88.2,23.0,45.0,54.0,39,69.0,51.0,20.3,36.0,,30.0,-54.2,57.0,4.4,55.0,65.0,96.0,36.6,40.0,54.0,26.0,51.0,18.3,58.0,,27.0,81.1,18.0,48.2,,,33.0,92.6
,13089023423,DeKalb County,Georgia,2024,44.0,37,50,44.0,33.0,54,33.0,-53.2,,,74,8.9,84.0,81.6,33.0,88.2,23.0,45.0,52.0,35,69.0,43.0,-11.1,31.0,,30.0,-54.2,67.0,5.0,55.0,65.0,85.0,2.9,35.0,44.0,26.0,51.0,18.3,38.0,,27.0,81.1,18.0,48.2,,,33.0,92.6
,13089020500,DeKalb County,Georgia,2020,52.0,64,41,63.0,70.0,56,63.0,8.2,76.0,94.3,62,6.1,71.0,77.6,14.0,68.9,77.0,67.0,52.0,63,40.0,72.0,15.2,64.0,,52.0,4.3,0.0,0.6,52.0,63.0,68.0,24.3,42.0,58.0,26.0,72.0,22.3,45.0,,38.0,83.3,19.0,47.7,42.0,22.4,5.0,82.3
,13089020500,DeKalb County,Georgia,2021,58.0,65,50,60.0,66.0,54,56.0,4.2,76.0,106.8,62,6.1,83.0,81.8,10.0,73.6,59.0,59.2,58.0,52,63.0,49.0,1.8,51.0,,56.0,5.6,31.0,3.5,86.0,90.0,72.0,25.4,54.0,76.0,33.0,82.0,40.2,69.0,,83.0,95.6,17.0,48.3,24.0,16.8,9.0,85.6
,13089020500,DeKalb County,Georgia,2022,52.0,57,48,56.0,63.0,50,50.0,2.3,76.0,114.1,62,6.1,67.0,77.3,18.0,81.1,55.0,58.2,54.0,48,61.0,38.0,-25.3,39.0,,67.0,27.6,16.0,2.4,96.0,97.0,72.0,25.9,46.0,59.0,34.0,83.0,57.4,35.0,,75.0,94.1,19.0,47.7,28.0,18.7,14.0,88.1
,13089020500,DeKalb County,Georgia,2023,62.0,72,52,60.0,68.0,52,62.0,7.7,75.0,134.0,62,6.1,60.0,74.7,30.0,87.2,54.0,58.1,68.0,77,60.0,80.0,55.9,66.0,,84.0,22.2,11.0,1.5,96.0,97.0,73.0,25.6,56.0,70.0,43.0,83.0,56.5,56.0,,78.0,94.5,20.0,47.6,,,30.0,92.2
,13089020500,DeKalb County,Georgia,2024,56.0,63,50,60.0,68.0,52,62.0,7.7,75.0,134.0,62,6.1,60.0,74.7,30.0,87.2,54.0,58.1,61.0,68,54.0,52.0,-7.6,68.0,,84.0,22.2,6.0,1.1,96.0,97.0,60.0,1.5,48.0,52.0,43.0,83.0,56.5,22.0,,78.0,94.5,20.0,47.6,,,30.0,92.2
,13121005700,Fulton County,Georgia,2020,38.0,43,34,43.0,34.0,52,14.0,-4.3,53.0,54.9,51,4.2,88.0,82.2,7.0,61.5,63.0,60.8,35.0,45,25.0,14.0,-7.5,59.0,,61.0,36.4,36.0,2.7,23.0,30.0,17.0,13.2,38.0,51.0,24.0,65.0,32.8,37.0,,16.0,70.2,12.0,49.8,66.0,31.6,4.0,82.0
,13121005700,Fulton County,Georgia,2021,40.0,46,33,34.0,18.0,51,18.0,-5.9,,,51,4.2,74.0,79.4,5.0,66.1,74.0,65.6,42.0,61,22.0,58.0,13.5,64.0,,61.0,40.0,16.0,2.4,32.0,40.0,19.0,13.9,42.0,58.0,27.0,66.0,37.1,50.0,,15.0,72.6,27.0,45.6,65.0,34.5,1.0,76.9
,13121005700,Fulton County,Georgia,2022,34.0,37,32,26.0,14.0,38,14.0,-10.9,,,51,4.2,45.0,71.7,6.0,71.7,51.0,56.6,45.0,44,46.0,32.0,-19.0,30.0,,69.0,204.8,58.0,5.9,58.0,67.0,22.0,15.3,34.0,54.0,13.0,65.0,39.6,44.0,,15.0,72.5,23.0,46.5,,,2.0,77.8
,13121005700,Fulton County,Georgia,2023,42.0,49,34,42.0,43.0,40,19.0,-7.8,67.0,449.0,51,4.2,57.0,73.9,2.0,65.7,50.0,56.7,47.0,49,45.0,51.0,38.2,43.0,,53.0,5.8,55.0,4.3,58.0,67.0,21.0,14.7,36.0,56.0,16.0,64.0,40.1,48.0,,30.0,82.2,15.0,49.1,,,4.0,81.1
,13121005700,Fulton County,Georgia,2024,45.0,55,35,42.0,43.0,40,19.0,-7.8,67.0,449.0,51,4.2,57.0,73.9,2.0,65.7,50.0,56.7,48.0,47,49.0,64.0,6.4,23.0,,53.0,5.8,55.0,4.0,58.0,67.0,34.0,0.9,45.0,74.0,16.0,64.0,40.1,84.0,,30.0,82.2,15.0,49.1,,,4.0,81.1
,13121011100,Fulton County,Georgia,2020,54.0,55,52,48.0,48.0,47,47.0,3.8,49.0,34.3,27,1.8,74.0,78.4,19.0,72.7,68.0,63.3,62.0,59,66.0,78.0,30.3,78.0,,20.0,-30.1,60.0,4.0,67.0,76.0,72.0,25.4,50.0,57.0,44.0,70.0,20.8,44.0,,66.0,91.5,47.0,42.1,57.0,27.9,5.0,82.4
,13121011100,Fulton County,Georgia,2021,56.0,56,56,46.0,41.0,51,35.0,-0.8,47.0,32.7,27,1.8,82.0,81.5,64.0,92.0,32.0,48.1,66.0,55,76.0,36.0,-1.0,49.0,,81.0,55.2,86.0,10.2,71.0,79.0,72.0,25.4,58.0,73.0,42.0,73.0,25.1,73.0,,47.0,87.8,36.0,43.7,80.0,43.7,4.0,81.7
,13121011100,Fulton County,Georgia,2022,56.0,58,55,50.0,46.0,53,33.0,-1.9,59.0,62.4,27,1.8,87.0,83.0,52.0,91.0,47.0,55.0,70.0,58,81.0,47.0,-17.3,54.0,,74.0,48.9,89.0,12.3,83.0,88.0,70.0,25.4,50.0,70.0,31.0,74.0,27.8,66.0,,38.0,85.2,33.0,44.4,47.0,26.3,5.0,82.1
,13121011100,Fulton County,Georgia,2023,48.0,46,50,45.0,40.0,50,38.0,-0.4,41.0,47.8,27,1.8,99.0,91.6,33.0,88.0,41.0,53.0,63.0,53,73.0,74.0,56.8,29.0,,55.0,-6.7,69.0,5.5,83.0,88.0,68.0,24.6,35.0,44.0,26.0,73.0,30.7,14.0,,24.0,79.5,43.0,42.6,30.0,19.7,6.0,83.0
,13121011100,Fulton County,Georgia,2024,45.0,41,49,45.0,40.0,50,38.0,-0.4,41.0,47.8,27,1.8,99.0,91.6,33.0,88.0,41.0,53.0,54.0,35,72.0,22.0,-20.5,27.0,,55.0,-6.7,74.0,5.9,83.0,88.0,60.0,1.5,36.0,47.0,26.0,73.0,30.7,21.0,,24.0,79.5,43.0,42.6,30.0,19.7,6.0,83.0
,13121007900,Fulton County,Georgia,2020,55.0,64,46,55.0,52.0,58,31.0,-8.2,72.0,62.3,43,3.3,72.0,77.8,52.0,85.5,66.0,62.4,62.0,76,47.0,84.0,53.8,73.0,,72.0,18.8,30.0,2.4,36.0,46.0,76.0,26.5,49.0,64.0,34.0,81.0,38.2,46.0,,66.0,91.4,44.0,42.5,1.0,0.0,23.0,90.0
,13121007900,Fulton County,Georgia,2021,63.0,69,57,63.0,63.0,63,44.0,-5.0,82.0,144.3,43,3.3,88.0,83.6,59.0,90.9,61.0,60.0,66.0,72,60.0,52.0,4.9,85.0,,79.0,31.7,46.0,4.7,56.0,65.0,77.0,26.7,60.0,72.0,49.0,82.0,51.1,61.0,,59.0,90.9,58.0,39.9,,,31.0,92.3
,13121007900,Fulton County,Georgia,2022,58.0,60,56,59.0,64.0,54,49.0,-3.9,79.0,111.5,43,3.3,77.0,79.9,67.0,93.6,27.0,46.6,66.0,58,73.0,30.0,-27.9,61.0,,83.0,60.9,62.0,6.5,77.0,83.0,80.0,28.2,50.0,59.0,42.0,81.0,43.2,37.0,,57.0,90.5,61.0,39.5,,,9.0,85.7
,13121007900,Fulton County,Georgia,2023,56.0,64,49,61.0,66.0,56,51.0,-3.4,80.0,149.9,43,3.3,77.0,79.3,55.0,92.6,48.0,56.1,66.0,67,64.0,66.0,41.9,57.0,,77.0,9.3,37.0,3.0,77.0,83.0,79.0,27.4,43.0,60.0,26.0,78.0,39.8,41.0,,49.0,88.4,22.0,46.9,,,8.0,84.8
,13121007900,Fulton County,Georgia,2024,54.0,61,47,61.0,66.0,56,51.0,-3.4,80.0,149.9,43,3.3,77.0,79.3,55.0,92.6,48.0,56.1,54.0,49,58.0,28.0,-15.2,41.0,,77.0,9.3,17.0,1.8,77.0,83.0,80.0,2.4,47.0,68.0,26.0,78.0,39.8,58.0,,49.0,88.4,22.0,46.9,,,8.0,84.8
,13121007604,Fulton County,Georgia,2020,35.0,51,19,30.0,31.0,29,59.0,8.1,3.0,-43.8,67,7.1,18.0,63.4,4.0,54.6,28.0,46.8,34.0,58,11.0,61.0,21.4,63.0,,50.0,17.6,,,4.0,5.0,18.0,13.4,40.0,64.0,17.0,67.0,47.6,62.0,,4.0,52.9,1.0,62.0,62.0,30.1,0.0,69.9
,13121007604,Fulton County,Georgia,2021,42.0,56,27,48.0,67.0,29,67.0,13.7,,,67,7.1,2.0,49.6,18.0,78.7,,,33.0,47,19.0,62.0,17.6,24.0,,55.0,25.0,,,22.0,29.0,16.0,13.2,44.0,55.0,32.0,51.0,21.1,59.0,,13.0,70.3,29.0,45.1,86.0,49.5,0.0,69.5
,13121007604,Fulton County,Georgia,2022,35.0,46,24,46.0,69.0,24,69.0,23.3,,,67,7.1,0.0,43.1,6.0,72.0,,,28.0,39,17.0,12.0,-35.0,37.0,,68.0,112.0,,,15.0,19.0,19.0,14.4,31.0,30.0,32.0,7.0,-0.8,53.0,,11.0,69.2,39.0,43.2,79.0,42.9,0.0,68.3
,13121007604,Fulton County,Georgia,2023,36.0,48,24,48.0,70.0,25,70.0,31.8,,,67,7.1,4.0,52.2,5.0,72.7,,,32.0,45,18.0,65.0,61.5,47.0,,22.0,-20.8,,,15.0,19.0,20.0,14.4,28.0,28.0,28.0,2.0,-21.3,54.0,,8.0,65.8,26.0,46.0,77.0,42.8,0.0,68.9
,13121007604,Fulton County,Georgia,2024,36.0,42,30,48.0,70.0,25,70.0,31.8,,,67,7.1,4.0,52.2,5.0,72.7,,,30.0,22,38.0,9.0,-23.8,35.0,,22.0,-20.8,,,15.0,19.0,60.0,1.5,31.0,34.0,28.0,2.0,-21.3,66.0,,8.0,65.8,26.0,46.0,77.0,42.8,0.0,68.9
,13121001001,Fulton County,Georgia,2020,55.0,62,48,60.0,63.0,56,67.0,30.3,59.0,49.6,16,1.1,18.0,63.5,91.0,95.1,98.0,83.5,61.0,55,67.0,67.0,8.4,36.0,,63.0,9.0,23.0,2.1,94.0,96.0,85.0,29.5,44.0,67.0,20.0,73.0,19.9,61.0,,5.0,56.4,21.0,47.0,1.0,0.0,51.0,94.3
,13121001001,Fulton County,Georgia,2021,62.0,70,53,62.0,68.0,55,67.0,36.2,69.0,87.5,16,1.1,9.0,58.3,96.0,98.2,98.0,85.7,74.0,69,78.0,53.0,0.7,87.0,,68.0,11.9,48.0,4.9,99.0,99.0,88.0,31.0,50.0,74.0,26.0,86.0,37.3,62.0,,3.0,52.1,23.0,46.6,,,53.0,95.3
,13121001001,Fulton County,Georgia,2022,60.0,66,55,60.0,70.0,50,67.0,59.6,72.0,112.8,16,1.1,4.0,52.9,81.0,95.8,97.0,83.7,74.0,65,83.0,49.0,-22.3,91.0,,54.0,11.0,57.0,5.8,99.0,99.0,92.0,33.6,47.0,62.0,32.0,87.0,47.2,38.0,,5.0,59.6,8.0,52.1,46.0,25.8,68.0,96.9
,13121001001,Fulton County,Georgia,2023,58.0,63,53,59.0,70.0,48,67.0,82.1,72.0,142.0,16,1.1,10.0,57.6,70.0,94.8,98.0,85.9,69.0,63,75.0,64.0,28.7,53.0,,71.0,-1.5,38.0,3.1,99.0,99.0,89.0,31.7,46.0,56.0,37.0,86.0,44.6,27.0,,6.0,62.5,24.0,46.5,,,80.0,98.0
,13121001001,Fulton County,Georgia,2024,56.0,59,54,59.0,70.0,48,67.0,82.1,72.0,142.0,16,1.1,10.0,57.6,70.0,94.8,98.0,85.9,64.0,52,76.0,41.0,-13.9,44.0,,71.0,-1.5,37.0,2.8,99.0,99.0,92.0,3.7,46.0,56.0,37.0,86.0,44.6,25.0,,6.0,62.5,24.0,46.5,,,80.0,98.0
,13089022800,DeKalb County,Georgia,2020,63.0,65,61,68.0,77.0,59,68.0,9.8,86.0,82.3,49,4.0,69.0,77.1,73.0,90.6,44.0,53.6,59.0,51,67.0,72.0,19.4,20.0,,61.0,11.4,36.0,2.7,97.0,98.0,67.0,24.1,62.0,66.0,57.0,79.0,22.0,54.0,,14.0,68.4,52.0,41.4,81.0,40.0,80.0,97.3
,13089022800,DeKalb County,Georgia,2021,62.0,64,60,63.0,68.0,58,70.0,10.6,67.0,36.7,49,4.0,51.0,73.5,78.0,94.5,53.0,56.8,60.0,52,67.0,35.0,-2.7,48.0,,72.0,22.2,46.0,4.6,91.0,93.0,63.0,23.2,64.0,72.0,56.0,61.0,14.8,84.0,,14.0,71.3,56.0,40.4,73.0,38.9,80.0,97.9
,13089022800,DeKalb County,Georgia,2022,56.0,46,65,62.0,62.0,62,65.0,7.7,60.0,32.1,49,4.0,63.0,76.2,93.0,97.9,43.0,53.6,53.0,33,73.0,27.0,-31.5,33.0,,39.0,2.8,65.0,6.8,91.0,93.0,64.0,23.9,51.0,43.0,59.0,49.0,10.5,37.0,,18.0,75.2,62.0,39.4,87.0,51.6,69.0,96.9
,13089022800,DeKalb County,Georgia,2023,52.0,45,60,58.0,52.0,64,59.0,5.0,46.0,27.6,49,4.0,59.0,74.5,96.0,99.0,50.0,56.6,52.0,42,63.0,58.0,32.4,31.0,,38.0,-25.4,37.0,3.1,91.0,93.0,60.0,22.8,47.0,40.0,54.0,44.0,9.5,36.0,,20.0,77.1,51.0,41.3,65.0,35.0,81.0,98.0
,13089022800,DeKalb County,Georgia,2024,53.0,46,60,58.0,52.0,64,59.0,5.0,46.0,27.6,49,4.0,59.0,74.5,96.0,99.0,50.0,56.6,52.0,43,61.0,63.0,-3.1,29.0,,38.0,-25.4,69.0,5.3,91.0,93.0,24.0,0.7,49.0,44.0,54.0,44.0,9.5,44.0,,20.0,77.1,51.0,41.3,65.0,35.0,81.0,98.0
,13089022401,DeKalb County,Georgia,2020,60.0,61,58,56.0,40.0,71,22.0,-6.4,57.0,21.7,42,3.2,83.0,80.6,89.0,94.6,71.0,64.7,52.0,58,46.0,73.0,51.2,,,43.0,0.0,13.0,1.6,98.0,99.0,27.0,15.8,71.0,86.0,56.0,86.0,22.0,,,35.0,82.2,5.0,54.3,93.0,51.7,89.0,98.2
,13089022401,DeKalb County,Georgia,2021,56.0,60,51,68.0,66.0,71,64.0,5.0,69.0,38.7,42,3.2,69.0,78.1,98.0,99.0,76.0,66.6,42.0,38,46.0,10.0,-22.6,,,67.0,17.0,12.0,2.1,97.0,97.0,28.0,16.1,56.0,75.0,37.0,75.0,17.7,,,28.0,81.2,8.0,52.3,,,75.0,97.5
,13089022401,DeKalb County,Georgia,2022,53.0,53,53,71.0,74.0,68,74.0,11.6,73.0,51.2,42,3.2,53.0,73.6,98.0,99.3,80.0,69.2,44.0,40,48.0,11.0,-39.6,,,69.0,32.5,30.0,3.4,84.0,88.0,31.0,17.2,44.0,45.0,43.0,45.0,5.1,,,40.0,86.1,11.0,50.5,,,77.0,97.6
,13089022401,DeKalb County,Georgia,2023,52.0,54,49,70.0,72.0,67,71.0,10.3,74.0,73.5,42,3.2,57.0,74.0,88.0,97.5,80.0,69.8,48.0,54,43.0,72.0,86.2,,,35.0,-30.5,17.0,1.9,84.0,88.0,29.0,16.6,36.0,35.0,38.0,35.0,-4.0,,,28.0,81.4,9.0,51.8,,,76.0,97.6
,13089022401,DeKalb County,Georgia,2024,48.0,48,48,70.0,72.0,67,71.0,10.3,74.0,73.5,42,3.2,57.0,74.0,88.0,97.5,80.0,69.8,38.0,36,39.0,37.0,-7.4,,,35.0,-30.5,21.0,2.0,84.0,88.0,13.0,0.4,36.0,35.0,38.0,35.0,-4.0,,,28.0,81.4,9.0,51.8,,,76.0,97.6
,13121011303,Fulton County,Georgia,2020,44.0,41,47,51.0,60.0,42,67.0,1.7,53.0,35.4,64,6.4,14.0,61.9,40.0,82.0,49.0,55.6,48.0,42,54.0,75.0,23.3,22.0,,30.0,-6.0,36.0,2.7,64.0,74.0,61.0,22.8,33.0,22.0,44.0,36.0,9.6,9.0,,33.0,81.5,81.0,36.9,50.0,25.2,11.0,86.4
,13121011303,Fulton County,Georgia,2021,51.0,54,48,35.0,27.0,43,36.0,-17.5,18.0,-26.7,64,6.4,15.0,61.8,50.0,89.1,44.0,53.1,64.0,77,50.0,69.0,12.6,84.0,,78.0,46.8,17.0,2.4,65.0,74.0,67.0,24.1,56.0,59.0,52.0,51.0,16.9,67.0,,27.0,80.6,61.0,39.6,98.0,78.3,20.0,89.9
,13121011303,Fulton County,Georgia,2022,52.0,53,50,36.0,27.0,46,36.0,-32.7,18.0,-19.9,64,6.4,18.0,63.0,58.0,92.0,44.0,53.8,60.0,67,53.0,41.0,-20.8,81.0,,79.0,78.4,25.0,3.0,61.0,70.0,72.0,25.9,57.0,64.0,50.0,66.0,27.7,63.0,,24.0,79.2,69.0,38.2,82.0,46.1,23.0,90.6
,13121011303,Fulton County,Georgia,2023,45.0,44,46,38.0,33.0,42,35.0,-51.4,31.0,27.3,64,6.4,17.0,61.6,55.0,92.6,32.0,49.6,50.0,51,50.0,77.0,61.6,53.0,,22.0,-50.2,7.0,1.2,61.0,70.0,81.0,28.0,47.0,48.0,46.0,71.0,38.9,24.0,,40.0,85.8,72.0,38.0,54.0,29.8,16.0,88.8
